,,,,,,,
,,C1,0,8019,814,f
,,C2,0,4183,793,f
,,C3,0,7375,529,f
,,C4,2,6064,649,f
,,C5,2,36,492,f
,,C6,2,6098,915,f
,,C7,3,918,119,f
,,C8,3,1085,586,f
,,C9,3,1122,258,f
,,C10,3,3253,8,f
,,C11,3,6938,810,f
,,C12,4,7422,155,f
,,C13,5,6188,912,f
,,C14,5,4451,958,f
,,C15,5,5558,928,f
,,C16,5,555,947,f
,,C17,6,3781,684,f
,,C18,7,4902,774,f
,,C19,7,2026,560,f
,,C20,7,5291,525,f
,,C21,7,733,331,f
,,C22,8,5349,820,f
,,C23,8,926,253,f
,,C24,8,5141,578,f
,,C25,9,1955,938,f
,,C26,10,1554,421,f
,,C27,11,4954,805,f
,,C28,11,2471,24,f
,,C29,11,8066,144,f
,,C30,12,3344,544,f
,,C31,12,1191,298,f
,,C32,13,1399,344,f
,,C33,13,3985,669,f
,,C34,14,306,89,f
,,C35,14,8211,470,f
,,C36,15,6284,66,f
,,C37,16,8025,842,f
,,C38,17,47,339,f
,,C39,17,6471,396,f
,,C40,17,4054,734,f
,,C41,17,2713,865,f
,,C42,17,5238,221,f
,,C43,18,4706,128,f
,,C44,19,6226,698,f
,,C45,19,3779,268,f
,,C46,19,422,517,f
,,C47,20,414,330,f
,,C48,20,800,66,f
,,C49,20,7513,254,f
,,C50,20,5436,337,f
,,C51,21,3914,689,f
,,C52,21,311,330,f
,,C53,21,3358,650,f
,,C54,22,5198,341,f
,,C55,22,5913,287,f
,,C56,22,6854,923,f
,,C57,22,1173,546,f
,,C58,22,5662,364,f
,,C59,23,8166,906,f
,,C60,24,5461,220,f
,,C61,24,4507,488,f
,,C62,24,8027,722,f
,,C63,25,6390,914,f
,,C64,25,8229,681,f
,,C65,26,1860,622,f
,,C66,26,7427,141,f
,,C67,27,4585,260,f
,,C68,28,3087,554,f
,,C69,28,3431,12,f
,,C70,28,3641,444,f
,,C71,29,1436,641,f
,,C72,31,5822,626,f
,,C73,31,8270,322,f
,,C74,31,3282,813,f
,,C75,32,3506,473,f
,,C76,32,5922,483,f
,,C77,32,6599,730,f
,,C78,33,5656,893,f
,,C79,33,7101,413,f
,,C80,34,905,930,f
,,C81,35,5060,406,f
,,C82,36,4282,845,f
,,C83,36,1630,308,f
,,C84,36,5534,412,f
,,C85,36,437,561,f
,,C86,36,2648,357,f
,,C87,37,2108,949,f
,,C88,39,3094,882,f
,,C89,39,54,271,f
,,C90,40,7860,769,f
,,C91,40,5819,252,f
,,C92,40,7940,843,f
,,C93,41,2444,652,f
,,C94,41,5322,963,f
,,C95,42,1976,615,f
,,C96,42,7844,345,f
,,C97,43,2950,502,f
,,C98,43,4658,529,f
,,C99,43,8057,712,f
,,C100,44,4049,127,f
,,C101,44,5035,668,f
,,C102,45,5779,104,f
,,C103,45,5854,231,f
,,C104,45,679,676,f
,,C105,45,3004,560,f
,,C106,46,3680,978,f
,,C107,47,6782,623,f
,,C108,47,5593,390,f
,,C109,47,8164,840,f
,,C110,47,872,818,f
,,C111,48,7980,606,f
,,C112,48,5570,744,f
,,C113,49,3777,645,f
,,C114,50,1388,758,f
,,C115,51,2687,812,f
,,C116,52,4064,684,f
,,C117,53,3617,755,f
,,C118,53,6874,739,f
,,C119,53,2228,716,f
,,C120,53,8291,810,f
,,C121,55,729,642,f
,,C122,55,4016,547,f
,,C123,56,2801,525,f
,,C124,56,5310,332,f
,,C125,56,1937,325,f
,,C126,56,1020,781,f
,,C127,57,5851,288,f
,,C128,57,576,812,f
,,C129,57,2635,745,f
,,C130,58,4710,445,f
,,C131,58,2688,40,f
,,C132,60,6856,638,f
,,C133,60,340,534,f
,,C134,60,3525,315,f
,,C135,61,7350,423,f
,,C136,61,7432,941,f
,,C137,61,7874,36,f
,,C138,61,950,799,f
,,C139,61,955,449,f
,,C140,61,3991,127,f
,,C141,62,4657,919,f
,,C142,62,6966,828,f
,,C143,62,1252,780,f
,,C144,62,2362,180,f
,,C145,63,4881,136,f
,,C146,63,3569,195,f
,,C147,63,6066,473,f
,,C148,65,8042,450,f
,,C149,65,1399,60,f
,,C150,65,3281,348,f
,,C151,66,5312,444,f
,,C152,66,215,373,f
,,C153,66,4812,302,f
,,C154,67,2239,960,f
,,C155,67,2661,656,f
,,C156,68,2679,702,f
,,C157,68,3601,286,f
,,C158,68,7459,878,f
,,C159,68,3395,989,f
,,C160,69,7046,51,f
,,C161,69,4241,658,f
,,C162,69,7441,656,f
,,C163,69,1901,980,f
,,C164,69,6256,427,f
,,C165,70,2602,442,f
,,C166,71,5027,438,f
,,C167,71,2865,265,f
,,C168,71,824,537,f
,,C169,71,2180,495,f
,,C170,71,5117,869,f
,,C171,72,337,484,f
,,C172,72,6063,870,f
,,C173,72,7677,348,f
,,C174,72,4154,362,f
,,C175,73,1920,630,f
,,C176,73,660,515,f
,,C177,73,6607,656,f
,,C178,74,4564,68,f
,,C179,74,4089,169,f
,,C180,75,4270,519,f
,,C181,75,207,297,f
,,C182,75,6992,877,f
,,C183,75,6979,725,f
,,C184,76,7315,820,f
,,C185,77,2344,295,f
,,C186,77,5365,22,f
,,C187,78,4485,906,f
,,C188,78,627,93,f
,,C189,78,3126,7,f
,,C190,78,100,674,f
,,C191,79,4813,332,f
,,C192,79,822,308,f
,,C193,80,2270,788,f
,,C194,81,398,574,f
,,C195,81,7206,940,f
,,C196,81,1618,524,f
,,C197,81,3950,338,f
,,C198,81,245,584,f
,,C199,81,3020,289,f
,,C200,82,1453,388,f
,,C201,83,3662,710,f
,,C202,84,7135,751,f
,,C203,85,842,775,f
,,C204,85,6097,69,f
,,C205,85,8074,678,f
,,C206,86,7872,222,f
,,C207,86,680,844,f
,,C208,86,4077,28,f
,,C209,86,2653,591,f
,,C210,86,3229,421,f
,,C211,86,5998,481,f
,,C212,86,7213,923,f
,,C213,87,3356,361,f
,,C214,87,6135,463,f
